"","cors"
"ZNF629",-0.0174557617007945
"ZNF7",-0.0174557617007945
"ZNF789",-0.0174557617007945
"ZNRF1",-0.0174557617007945
"CMB9.22P13.1",-0.0174289120018086
"HIVEP1",-0.0174289120018086
"HMG20A",-0.0174289120018086
"MPEG1",-0.0174289120018086
"IGKV1.5",-0.0174241798370222
"UBE2L3",-0.0173062385465153
"LPCAT4",-0.0171089258348341
"PPP6C",-0.0170921087537501
"IGF1",-0.0170551424215572
"THY1",-0.0170551424215572
"IGLL5",-0.0170347088601898
"DEFA6",-0.0169298377085596
"CDKN3",-0.0169232010043784
"DCAF10",-0.0169232010043784
"MYC",-0.0169232010043784
"POLE3",-0.0169232010043784
"ABHD2",-0.0168684655961665
"TMEM19",-0.0168441839390906
"APEH",-0.0167946010622262
"GIP",-0.0165867371856358
"KIAA1522",-0.0164641826725396
"CD160",-0.0163974777978553
"HNRNPUL2",-0.0162707708837845
"ACOT9",-0.0161736068847132
"ANAPC4",-0.0161736068847132
"AP3M1",-0.0161736068847132
"ARMC8",-0.0161736068847132
"CA3",-0.0161736068847132
"CYP2C19",-0.0161736068847132
"DENND1A",-0.0161736068847132
"FAAP100",-0.0161736068847132
"FBXO33",-0.0161736068847132
"FKBP15",-0.0161736068847132
"HRCT1",-0.0161736068847132
"IL16",-0.0161736068847132
"KDM4A",-0.0161736068847132
"NUP160",-0.0161736068847132
"OSBPL8",-0.0161736068847132
"PDDC1",-0.0161736068847132
"PDE3A",-0.0161736068847132
"PPP3CC",-0.0161736068847132
"PTPRC",-0.0161736068847132
"RHBDD3",-0.0161736068847132
"RICTOR",-0.0161736068847132
"SMAD7",-0.0161736068847132
"TERF1",-0.0161736068847132
"THEM6",-0.0161736068847132
"TOR2A",-0.0161736068847132
"TRAPPC11",-0.0161736068847132
"WDR43",-0.0161736068847132
"XPA",-0.0161736068847132
"ZDHHC17",-0.0161736068847132
"ATG4D",-0.0161520101082913
"DPP7",-0.0161520101082913
"NOSTRIN",-0.0161520101082913
"RSL24D1",-0.0161087912630265
"IGKV4.1",-0.0160831617704479
"IGHG3",-0.0160187460209146
"OSBPL9",-0.0159771804805046
"SLC35C1",-0.0159771804805046
"MT.TT",-0.0159652540384729
"MLN",-0.0159268626464079
"ITFG2",-0.0159225895688632
"IGHV3.53",-0.0159164606288906
"ATP2C1",-0.0158653770343504
"CLEC2B",-0.0158653770343504
"DPP9",-0.0158653770343504
"HPS4",-0.0158653770343504
"INO80E",-0.0158653770343504
"KDM6A",-0.0158653770343504
"PAN2",-0.0158653770343504
"PKP4",-0.0158653770343504
"PRTFDC1",-0.0158653770343504
"SLC16A5",-0.0158653770343504
"UBN1",-0.0158653770343504
"RP5.887A10.1",-0.0158637190261794
"IGHG4",-0.015788694660784
"FKBP11",-0.0157799153929231
"SOX4",-0.0157464532238945
"ABHD17A",-0.0155981474118771
"AIFM2",-0.0155981474118771
"ARNT",-0.0155981474118771
"EP400",-0.0155981474118771
"FEN1",-0.0155981474118771
"GZMB",-0.0155981474118771
"NNT.AS1",-0.0155981474118771
"SDHAF4",-0.0155981474118771
"TBC1D7",-0.0155981474118771
"TBC1D9",-0.0155981474118771
"ZNF516",-0.0155981474118771
"BAZ1A",-0.0155867007697817
"TUBA4A",-0.0155867007697817
"CKLF",-0.0155234911820345
"UBE2N",-0.0155234911820345
"CCL4",-0.0155037210629395
"IGLV3.1",-0.0154568132183854
"RNU6.6P",-0.0153714680063572
"MUS81",-0.0153134728587527
"ARHGAP21",-0.0152555110356295
"IMP4",-0.0152555110356295
"ZNF3",-0.0152555110356295
"LACTB",-0.0152555110356295
"TONSL",-0.0152555110356295
"EIF1AY",-0.0152343156193198
"TMEM2",-0.0151063782716158
"MYO19",-0.0150768745818673
"TSR3",-0.0150768745818673
"ATG101",-0.0150412977922837
"CAMSAP3",-0.0150412977922837
"MARCKSL1",-0.0150412977922837
"ODF3B",-0.0150412977922837
"PLXDC2",-0.0150412977922837
"TBCD",-0.0150412977922837
"TREX1",-0.0150412977922837
"UBA2",-0.0150412977922837
"WDR70",-0.0150412977922837
"ATXN2",-0.0150350215213993
"CCNK",-0.0150350215213993
"CORO1A",-0.0150350215213993
"LSP1",-0.0150350215213993
"NDRG2",-0.0150350215213993
"ZNF451",-0.0150350215213993
"IGKV3.15",-0.0149616915380459
"ZZEF1",-0.0148680711875463
"RAB6A",-0.0148543360185897
"ACSS1",-0.0147982138472983
"DDA1",-0.0146658116996221
"CTA.29F11.1",-0.0145996935247686
"NR1D1",-0.0143970500197592
"PABPC4",-0.0143970500197592
"CCDC51",-0.0143227324337413
"TMEM167B",-0.0143227324337413
"TTC37",-0.0142910899170156
"STAT6",-0.0142877415159154
"FHL1",-0.0142301335736844
"SH3BP4",-0.0142301335736844
"PLA2G2A",-0.01422113609085
"PSMG1",-0.0140530264083354
"PPIE",-0.0140462601125982
"TAF10",-0.013977240994123
"CRB3",-0.0138039903969905
"BRIX1",-0.0137029450633434
"RP11.423H2.1",-0.0137029450633434
"IGKV1D.13",-0.0136791563064524
"COL3A1",-0.0136685628281788
"UHRF2",-0.0136662524059166
"SEC11C",-0.0136291976117945
"SST",-0.0136152299626196
"IGHG2",-0.0135978069638866
"PDZD3",-0.0135469040431516
"CTPS1",-0.0135375248536411
"DNAJC16",-0.0135375248536411
"GCC1",-0.0135375248536411
"HIRA",-0.0135375248536411
"LPAR5",-0.0135375248536411
"MAP2K6",-0.0135375248536411
"MLKL",-0.0135375248536411
"MT.TL2",-0.0135375248536411
"NBR2",-0.0135375248536411
"NUP43",-0.0135375248536411
"PARP16",-0.0135375248536411
"PNO1",-0.0135375248536411
"PPRC1",-0.0135375248536411
"RCC2",-0.0135375248536411
"RNF169",-0.0135375248536411
"RP11.270C12.3",-0.0135375248536411
"RSAD1",-0.0135375248536411
"SHPK",-0.0135375248536411
"SLC1A7",-0.0135375248536411
"SNAPC1",-0.0135375248536411
"ST3GAL2",-0.0135375248536411
"TRAF2",-0.0135375248536411
"TRIP13",-0.0135375248536411
"TRMT2A",-0.0135375248536411
"TXNP6",-0.0135375248536411
"USP21",-0.0135375248536411
"USP30",-0.0135375248536411
"ZNF839",-0.0135375248536411
"ACY1",-0.0135375248536411
"AKNA",-0.0135375248536411
"ATM",-0.0135375248536411
"ATP2B4",-0.0135375248536411
"BMF",-0.0135375248536411
"BRINP3",-0.0135375248536411
"CCDC86",-0.0135375248536411
"CDC42BPG",-0.0135375248536411
"CENPBD1P1",-0.0135375248536411
"COBLL1",-0.0135375248536411
"DISP1",-0.0135375248536411
"EHMT2",-0.0135375248536411
"FBXO38",-0.0135375248536411
"FOXK1",-0.0135375248536411
"GNG7",-0.0135375248536411
"HERC1",-0.0135375248536411
"INPP5K",-0.0135375248536411
"KAT7",-0.0135375248536411
"MANSC1",-0.0135375248536411
"MBD1",-0.0135375248536411
"MCRIP1",-0.0135375248536411
"MIB2",-0.0135375248536411
"MPZL3",-0.0135375248536411
"MT.TS1",-0.0135375248536411
"MUL1",-0.0135375248536411
"NAA25",-0.0135375248536411
"NFATC2",-0.0135375248536411
"NFIX",-0.0135375248536411
"PGAM5",-0.0135375248536411
"PIAS2",-0.0135375248536411
"PNKP",-0.0135375248536411
"POLG2",-0.0135375248536411
"POLR3H",-0.0135375248536411
"PPCDC",-0.0135375248536411
"PPM1D",-0.0135375248536411
"PPM1K",-0.0135375248536411
"PRR14L",-0.0135375248536411
"RBM48",-0.0135375248536411
"REL",-0.0135375248536411
"RGS19",-0.0135375248536411
"RP11.61J19.5",-0.0135375248536411
"RP5.827C21.4",-0.0135375248536411
"S100PBP",-0.0135375248536411
"SKAP1",-0.0135375248536411
"SMYD4",-0.0135375248536411
"SOCS3",-0.0135375248536411
"THG1L",-0.0135375248536411
"TMEM161B",-0.0135375248536411
"TPRA1",-0.0135375248536411
"TRIM21",-0.0135375248536411
"TRIM47",-0.0135375248536411
"TRMT1",-0.0135375248536411
"TYSND1",-0.0135375248536411
"UVRAG",-0.0135375248536411
"VPS33A",-0.0135375248536411
"WNK1",-0.0135375248536411
"ZNF131",-0.0135375248536411
"ZNF318",-0.0135375248536411
"ZNF561",-0.0135375248536411
"ZNF84",-0.0135375248536411
"IGKV1D.17",-0.0134785254998463
"IGLV1.51",-0.0134785254998463
"SPDL1",-0.0134785254998463
"SRPX",-0.0134785254998463
"AANAT",-0.0134785254998463
"AARD",-0.0134785254998463
"ABCA6",-0.0134785254998463
"ABCB6",-0.0134785254998463
"ABCC1",-0.0134785254998463
"ABCC4",-0.0134785254998463
"ABCC8",-0.0134785254998463
"ABCD2",-0.0134785254998463
"ABLIM3",-0.0134785254998463
"AC002044.1",-0.0134785254998463
"AC002056.3",-0.0134785254998463
"AC002454.1",-0.0134785254998463
"AC003002.6",-0.0134785254998463
"AC004386.4",-0.0134785254998463
"AC004538.3",-0.0134785254998463
"AC004854.4",-0.0134785254998463
"AC004893.11",-0.0134785254998463
"AC004938.5",-0.0134785254998463
"AC004951.6",-0.0134785254998463
"AC005076.5",-0.0134785254998463
"AC005339.2",-0.0134785254998463
"AC005363.11",-0.0134785254998463
"AC005682.5",-0.0134785254998463
"AC006033.22",-0.0134785254998463
"AC006077.3",-0.0134785254998463
"AC006116.17",-0.0134785254998463
"AC006129.1",-0.0134785254998463
"AC006369.2",-0.0134785254998463
"AC006449.2",-0.0134785254998463
"AC006547.8",-0.0134785254998463
"AC006942.4",-0.0134785254998463
"AC007292.6",-0.0134785254998463
"AC007349.5",-0.0134785254998463
"AC007383.6",-0.0134785254998463
"AC007405.4",-0.0134785254998463
"AC007405.6",-0.0134785254998463
"AC007566.10",-0.0134785254998463
"AC007950.2",-0.0134785254998463
"AC008074.1",-0.0134785254998463
"AC008746.12",-0.0134785254998463
"AC009120.3",-0.0134785254998463
"AC009245.3",-0.0134785254998463
"AC009299.2",-0.0134785254998463
"AC010226.4",-0.0134785254998463
"AC010547.9",-0.0134785254998463
"AC010761.10",-0.0134785254998463
"AC011043.1",-0.0134785254998463
"AC013264.2",-0.0134785254998463
"AC016549.1",-0.0134785254998463
"AC016712.2",-0.0134785254998463
"AC016735.1",-0.0134785254998463
"AC016747.3",-0.0134785254998463
"AC022182.3",-0.0134785254998463
"AC022201.5",-0.0134785254998463
"AC026202.3",-0.0134785254998463
"AC034220.3",-0.0134785254998463
"AC062029.1",-0.0134785254998463
"AC068282.3",-0.0134785254998463
"AC073410.1",-0.0134785254998463
"AC074212.5",-0.0134785254998463
"AC074289.1",-0.0134785254998463
"AC078883.3",-0.0134785254998463
"AC078883.4",-0.0134785254998463
"AC079305.10",-0.0134785254998463
"AC079779.4",-0.0134785254998463
"AC084809.2",-0.0134785254998463
"AC090602.2",-0.0134785254998463
"AC091633.2",-0.0134785254998463
"AC092066.6",-0.0134785254998463
"AC092071.1",-0.0134785254998463
"AC092620.2",-0.0134785254998463
"AC093673.5",-0.0134785254998463
"AC093818.1",-0.0134785254998463
"AC097724.3",-0.0134785254998463
"AC099684.1",-0.0134785254998463
"AC104024.1",-0.0134785254998463
"AC104297.1",-0.0134785254998463
"AC104451.2",-0.0134785254998463
"AC104534.2",-0.0134785254998463
"AC104654.2",-0.0134785254998463
"AC104699.1",-0.0134785254998463
"AC104820.2",-0.0134785254998463
"AC105399.2",-0.0134785254998463
"AC108488.4",-0.0134785254998463
"AC113189.5",-0.0134785254998463
"AC241377.1",-0.0134785254998463
"AC245100.1",-0.0134785254998463
"ACER2",-0.0134785254998463
"ACOT1",-0.0134785254998463
"ACSM1",-0.0134785254998463
"ACTG2",-0.0134785254998463
"ACTR3C",-0.0134785254998463
"AD000864.6",-0.0134785254998463
"ADAMTS1",-0.0134785254998463
"ADAMTS14",-0.0134785254998463
"ADAMTS19",-0.0134785254998463
"ADAMTSL1",-0.0134785254998463
"ADAMTSL3",-0.0134785254998463
"ADAP2",-0.0134785254998463
"ADARB2",-0.0134785254998463
"ADCK2",-0.0134785254998463
"ADCY7",-0.0134785254998463
"ADGRE3",-0.0134785254998463
"ADGRG2",-0.0134785254998463
"ADGRL2",-0.0134785254998463
"ADGRV1",-0.0134785254998463
"ADM2",-0.0134785254998463
"ADM5",-0.0134785254998463
"ADPGK.AS1",-0.0134785254998463
"AEBP1",-0.0134785254998463
"AF038458.5",-0.0134785254998463
"AF127936.5",-0.0134785254998463
"AF131215.9",-0.0134785254998463
"AF196972.9",-0.0134785254998463
"AFAP1L1",-0.0134785254998463
"AFAP1L2",-0.0134785254998463
"AGAP10P",-0.0134785254998463
"AGAP4",-0.0134785254998463
"AGK",-0.0134785254998463
"AGPAT4",-0.0134785254998463
"AGT",-0.0134785254998463
"AIM2",-0.0134785254998463
"AK9",-0.0134785254998463
"AKAP5",-0.0134785254998463
"AKAP6",-0.0134785254998463
"AKR1E2",-0.0134785254998463
"AL022341.3",-0.0134785254998463
"AL135787.1",-0.0134785254998463
"AL358852.1",-0.0134785254998463
"AL773572.7",-0.0134785254998463
"ALDOAP2",-0.0134785254998463
"ALG1L2",-0.0134785254998463
"ALKBH6",-0.0134785254998463
"ALMS1.IT1",-0.0134785254998463
"AMER3",-0.0134785254998463
"AMIGO1",-0.0134785254998463
"ANAPC10P1",-0.0134785254998463
"ANK1",-0.0134785254998463
"ANK2",-0.0134785254998463
"ANKDD1B",-0.0134785254998463
"ANKMY1",-0.0134785254998463
"ANKRD20A11P",-0.0134785254998463
"ANKRD20A5P",-0.0134785254998463
"ANKRD24",-0.0134785254998463
"ANKRD29",-0.0134785254998463
"ANKRD36",-0.0134785254998463
"ANKRD44.IT1",-0.0134785254998463
"ANLN",-0.0134785254998463
"ANO2",-0.0134785254998463
"ANO4",-0.0134785254998463
"ANO8",-0.0134785254998463
"ANOS1",-0.0134785254998463
"ANTXR1",-0.0134785254998463
"AOC3",-0.0134785254998463
"AOX3P",-0.0134785254998463
"AP000439.3",-0.0134785254998463
"AP000688.14",-0.0134785254998463
"AP000692.9",-0.0134785254998463
"AP000704.5",-0.0134785254998463
"AP000936.1",-0.0134785254998463
"AP001350.4",-0.0134785254998463
"AP001469.9",-0.0134785254998463
"AP001505.10",-0.0134785254998463
"AP003774.4",-0.0134785254998463
"AP006285.2",-0.0134785254998463
"AP006621.5",-0.0134785254998463
"AP5B1",-0.0134785254998463
"APBA2",-0.0134785254998463
"APLNR",-0.0134785254998463
"APOBEC3H",-0.0134785254998463
"APOD",-0.0134785254998463
"AQP9",-0.0134785254998463
"ARAP3",-0.0134785254998463
"ARF4.AS1",-0.0134785254998463
"ARHGAP24",-0.0134785254998463
"ARHGAP25",-0.0134785254998463
"ARHGAP31",-0.0134785254998463
"ARHGEF19",-0.0134785254998463
"ARHGEF6",-0.0134785254998463
"ARSB",-0.0134785254998463
"ART3",-0.0134785254998463
"ARX",-0.0134785254998463
"ASAP1",-0.0134785254998463
"ASF1B",-0.0134785254998463
"ASIC3",-0.0134785254998463
"ASMT",-0.0134785254998463
"ASPHD2",-0.0134785254998463
"ASPN",-0.0134785254998463
"ASS1P2",-0.0134785254998463
"ATP5A1P3",-0.0134785254998463
"ATP5C1P1",-0.0134785254998463
"ATP8B4",-0.0134785254998463
"ATP8B5P",-0.0134785254998463
"AURKC",-0.0134785254998463
"AXL",-0.0134785254998463
"B3GNT6",-0.0134785254998463
"B3GNT9",-0.0134785254998463
"B3GNTL1",-0.0134785254998463
"B9D1",-0.0134785254998463
"BATF3",-0.0134785254998463
"BBS10",-0.0134785254998463
"BBS5",-0.0134785254998463
"BCAT1",-0.0134785254998463
"BCL6B",-0.0134785254998463
"BCL7A",-0.0134785254998463
"BCO2",-0.0134785254998463
"BDH2P1",-0.0134785254998463
"BEND5",-0.0134785254998463
"BEX1",-0.0134785254998463
"BGN",-0.0134785254998463
"BICD1",-0.0134785254998463
"BICD2",-0.0134785254998463
"BICDL1",-0.0134785254998463
"BLK",-0.0134785254998463
"BMP6",-0.0134785254998463
"BMS1P15",-0.0134785254998463
"BMS1P20",-0.0134785254998463
"BMS1P4",-0.0134785254998463
"BMT2",-0.0134785254998463
"BMX",-0.0134785254998463
"BOD1P2",-0.0134785254998463
"BOK",-0.0134785254998463
"BRIP1",-0.0134785254998463
"BRMS1L",-0.0134785254998463
"BRWD1.IT1",-0.0134785254998463
"BTBD11",-0.0134785254998463
"BTBD19",-0.0134785254998463
"BTBD7P1",-0.0134785254998463
"BTLA",-0.0134785254998463
"BYSL",-0.0134785254998463
"C10orf11",-0.0134785254998463
"C10orf2",-0.0134785254998463
"C10orf67",-0.0134785254998463
"C10orf82",-0.0134785254998463
"C10orf91",-0.0134785254998463
"C15orf65",-0.0134785254998463
"C16orf86",-0.0134785254998463
"C16orf89",-0.0134785254998463
"C17orf53",-0.0134785254998463
"C17orf58",-0.0134785254998463
"C17orf77",-0.0134785254998463
"C17orf96",-0.0134785254998463
"C19orf44",-0.0134785254998463
"C19orf45",-0.0134785254998463
"C19orf57",-0.0134785254998463
"C1QTNF3",-0.0134785254998463
"C1orf112",-0.0134785254998463
"C1orf127",-0.0134785254998463
"C1orf132",-0.0134785254998463
"C1orf141",-0.0134785254998463
"C1orf159",-0.0134785254998463
"C1orf228",-0.0134785254998463
"C1orf61",-0.0134785254998463
"C22orf29",-0.0134785254998463
"C2CD4B",-0.0134785254998463
"C2orf15",-0.0134785254998463
"C2orf40",-0.0134785254998463
"C2orf72",-0.0134785254998463
"C3orf14",-0.0134785254998463
"C4orf32",-0.0134785254998463
"C5orf17",-0.0134785254998463
"C5orf42",-0.0134785254998463
"C5orf66",-0.0134785254998463
"C6",-0.0134785254998463
"C7orf25",-0.0134785254998463
"C7orf31",-0.0134785254998463
"C8orf37",-0.0134785254998463
"C8orf88",-0.0134785254998463
"C9orf116",-0.0134785254998463
"CA3.AS1",-0.0134785254998463
"CA8",-0.0134785254998463
"CAB39L",-0.0134785254998463
"CABP7",-0.0134785254998463
"CACHD1",-0.0134785254998463
"CACNA1B",-0.0134785254998463
"CADM4",-0.0134785254998463
"CALML6",-0.0134785254998463
"CALY",-0.0134785254998463
"CAMK1",-0.0134785254998463
"CAMK4",-0.0134785254998463
"CAND2",-0.0134785254998463
"CAP2",-0.0134785254998463
"CAPN9",-0.0134785254998463
"CAPS2",-0.0134785254998463
"CARD11",-0.0134785254998463
"CARD17",-0.0134785254998463
"CARD8.AS1",-0.0134785254998463
"CARMIL2",-0.0134785254998463
"CASC15",-0.0134785254998463
"CASC16",-0.0134785254998463
"CASC21",-0.0134785254998463
"CASC9",-0.0134785254998463
"CASP12",-0.0134785254998463
"CASS4",-0.0134785254998463
"CATIP.AS1",-0.0134785254998463
"CBFA2T3",-0.0134785254998463
"CBR3",-0.0134785254998463
"CC2D2B",-0.0134785254998463
"CCDC102A",-0.0134785254998463
"CCDC102B",-0.0134785254998463
"CCDC138",-0.0134785254998463
"CCDC162P",-0.0134785254998463
"CCDC170",-0.0134785254998463
"CCDC171",-0.0134785254998463
"CCDC63",-0.0134785254998463
"CCDC66",-0.0134785254998463
"CCDC81",-0.0134785254998463
"CCK",-0.0134785254998463
"CCL15.CCL14",-0.0134785254998463
"CCL18",-0.0134785254998463
"CCL19",-0.0134785254998463
"CCL22",-0.0134785254998463
"CCND2.AS1",-0.0134785254998463
"CCNI2",-0.0134785254998463
"CD164L2",-0.0134785254998463
"CD1E",-0.0134785254998463
"CD34",-0.0134785254998463
"CD72",-0.0134785254998463
"CD93",-0.0134785254998463
"CDAN1",-0.0134785254998463
"CDC25C",-0.0134785254998463
"CDCA2",-0.0134785254998463
"CDH11",-0.0134785254998463
"CDH16",-0.0134785254998463
"CDH19",-0.0134785254998463
"CDH23",-0.0134785254998463
"CDH3",-0.0134785254998463
"CDH5",-0.0134785254998463
"CDHR3",-0.0134785254998463
"CDKL2",-0.0134785254998463
"CDKL5",-0.0134785254998463
"CDNF",-0.0134785254998463
"CDRT1",-0.0134785254998463
"CEACAM3",-0.0134785254998463
"CECR6",-0.0134785254998463
"CELA3A",-0.0134785254998463
"CENPO",-0.0134785254998463
"CENPP",-0.0134785254998463
"CEP170",-0.0134785254998463
"CEP85L",-0.0134785254998463
"CERKL",-0.0134785254998463
"CFAP43",-0.0134785254998463
"CFAP44",-0.0134785254998463
"CFAP70",-0.0134785254998463
"CFAP74",-0.0134785254998463
"CFLAR.AS1",-0.0134785254998463
"CGNL1",-0.0134785254998463
"CH17.340M24.3",-0.0134785254998463
"CH17.360D5.2",-0.0134785254998463
"CH17.472G23.4",-0.0134785254998463
"CHAF1B",-0.0134785254998463
"CHL1",-0.0134785254998463
"CHRDL1",-0.0134785254998463
"CHRM3.AS2",-0.0134785254998463
"CHST7",-0.0134785254998463
"CHSY3",-0.0134785254998463
"CIT",-0.0134785254998463
"CITED1",-0.0134785254998463
"CITF22.1A6.3",-0.0134785254998463
"CKM",-0.0134785254998463
"CKMT2.AS1",-0.0134785254998463
"CLCN4",-0.0134785254998463
"CLDN5",-0.0134785254998463
"CLDN6",-0.0134785254998463
"CLDN9",-0.0134785254998463
"CLEC11A",-0.0134785254998463
"CLEC18B",-0.0134785254998463
"CLEC4A",-0.0134785254998463
"CLIP4",-0.0134785254998463
"CLN3",-0.0134785254998463
"CLUL1",-0.0134785254998463
"CLVS1",-0.0134785254998463
"CLVS2",-0.0134785254998463
"CMYA5",-0.0134785254998463
"CNIH2",-0.0134785254998463
"CNNM2",-0.0134785254998463
"CNTLN",-0.0134785254998463
"CNTNAP2",-0.0134785254998463
"CNTNAP4",-0.0134785254998463
"CNTRL",-0.0134785254998463
"COCH",-0.0134785254998463
"COL14A1",-0.0134785254998463
"COL15A1",-0.0134785254998463
"COL18A1",-0.0134785254998463
"COL21A1",-0.0134785254998463
"COL4A5",-0.0134785254998463
"COL6A5",-0.0134785254998463
"COPG2",-0.0134785254998463
"CORIN",-0.0134785254998463
"COX7CP1",-0.0134785254998463
"CP",-0.0134785254998463
"CPE",-0.0134785254998463
"CPEB2.AS1",-0.0134785254998463
"CPED1",-0.0134785254998463
"CPHL1P",-0.0134785254998463
"CPNE2",-0.0134785254998463
"CPNE8",-0.0134785254998463
"CRIP2",-0.0134785254998463
"CROCC",-0.0134785254998463
"CRTC1",-0.0134785254998463
"CRYBA2",-0.0134785254998463
"CRYBA4",-0.0134785254998463
"CRYBB2",-0.0134785254998463
"CRYBG3",-0.0134785254998463
"CRYGD",-0.0134785254998463
"CSF1",-0.0134785254998463
"CSF2",-0.0134785254998463
"CSF2RA",-0.0134785254998463
"CSF3R",-0.0134785254998463
"CSRP2",-0.0134785254998463
"CSTA",-0.0134785254998463
"CTA.14H9.5",-0.0134785254998463
"CTA.228A9.3",-0.0134785254998463
"CTA.384D8.35",-0.0134785254998463
"CTA.384D8.36",-0.0134785254998463
"CTA.797E19.1",-0.0134785254998463
"CTA.963H5.5",-0.0134785254998463
"CTB.131B5.2",-0.0134785254998463
"CTB.13F3.1",-0.0134785254998463
"CTB.160O22.1",-0.0134785254998463
"CTB.161C1.1",-0.0134785254998463
"CTB.171A8.1",-0.0134785254998463
"CTB.40H15.4",-0.0134785254998463
"CTB.47B8.1",-0.0134785254998463
"CTB.55O6.12",-0.0134785254998463
"CTB.58E17.9",-0.0134785254998463
"CTC.244M17.1",-0.0134785254998463
"CTC.248O19.1",-0.0134785254998463
"CTC.303L1.2",-0.0134785254998463
"CTC.308K20.3",-0.0134785254998463
"CTC.332L22.1",-0.0134785254998463
"CTC.336P14.1",-0.0134785254998463
"CTC.398G3.2",-0.0134785254998463
"CTC.429P9.5",-0.0134785254998463
"CTC.451P13.1",-0.0134785254998463
"CTC.453G23.5",-0.0134785254998463
"CTC.455F18.1",-0.0134785254998463
"CTC.461H2.3",-0.0134785254998463
"CTC.471J1.11",-0.0134785254998463
"CTC.479C5.12",-0.0134785254998463
"CTC.558O2.1",-0.0134785254998463
"CTD.2006C1.12",-0.0134785254998463
"CTD.2013N17.6",-0.0134785254998463
"CTD.2023M8.1",-0.0134785254998463
"CTD.2026D20.3",-0.0134785254998463
"CTD.2035E11.3",-0.0134785254998463
"CTD.2073O6.1",-0.0134785254998463
"CTD.2184C24.2",-0.0134785254998463
"CTD.2201I18.1",-0.0134785254998463
"CTD.2210P15.3",-0.0134785254998463
"CTD.2235C13.2",-0.0134785254998463
"CTD.2240J17.1",-0.0134785254998463
"CTD.2246P4.1",-0.0134785254998463
"CTD.2262B20.1",-0.0134785254998463
"CTD.2269F5.1",-0.0134785254998463
"CTD.2270N23.1",-0.0134785254998463
"CTD.2286N8.2",-0.0134785254998463
"CTD.2287O16.5",-0.0134785254998463
"CTD.2357A8.2",-0.0134785254998463
"CTD.2366F13.1",-0.0134785254998463
"CTD.2366F13.2",-0.0134785254998463
"CTD.2514C3.1",-0.0134785254998463
"CTD.2515O10.5",-0.0134785254998463
"CTD.2555K7.2",-0.0134785254998463
"CTD.2561B21.8",-0.0134785254998463
"CTD.2576D5.4",-0.0134785254998463
"CTD.2593A12.4",-0.0134785254998463
"CTD.2600H12.2",-0.0134785254998463
"CTD.2619J13.14",-0.0134785254998463
"CTD.2655K5.1",-0.0134785254998463
"CTD.3035K23.7",-0.0134785254998463
"CTD.3116E22.8",-0.0134785254998463
"CTD.3126B10.2",-0.0134785254998463
"CTD.3137H5.4",-0.0134785254998463
"CTD.3138B18.5",-0.0134785254998463
"CTD.3193O13.1",-0.0134785254998463
"CTD.3193O13.13",-0.0134785254998463
"CTD.3203P2.3",-0.0134785254998463
"CTD.3214H19.6",-0.0134785254998463
"CTD.3222D19.12",-0.0134785254998463
"CTD.3222D19.9",-0.0134785254998463
"CTIF",-0.0134785254998463
"CTTNBP2",-0.0134785254998463
"CUBN",-0.0134785254998463
"CXorf21",-0.0134785254998463
"CYGB",-0.0134785254998463
"CYP17A1",-0.0134785254998463
"CYP2D8P",-0.0134785254998463
"CYP4F22",-0.0134785254998463
"CYP4F25P",-0.0134785254998463
"CYP4F29P",-0.0134785254998463
"CYP51A1.AS1",-0.0134785254998463
"CYSLTR2",-0.0134785254998463
"CYTH4",-0.0134785254998463
"DAAM2",-0.0134785254998463
"DACT1",-0.0134785254998463
"DACT3",-0.0134785254998463
"DDI1",-0.0134785254998463
"DDIAS",-0.0134785254998463
"DDR2",-0.0134785254998463
"DDX39B.AS1",-0.0134785254998463
"DDX55P1",-0.0134785254998463
"DENND2C",-0.0134785254998463
"DGCR11",-0.0134785254998463
"DGCR14",-0.0134785254998463
"DGCR6",-0.0134785254998463
"DGKE",-0.0134785254998463
"DGKH",-0.0134785254998463
"DHRS13",-0.0134785254998463
"DHX58",-0.0134785254998463
"DIABLO",-0.0134785254998463
"DIRAS2",-0.0134785254998463
"DIRAS3",-0.0134785254998463
"DIXDC1",-0.0134785254998463
"DKK1",-0.0134785254998463
"DLC1",-0.0134785254998463
"DLEC1",-0.0134785254998463
"DLGAP1.AS1",-0.0134785254998463
"DLGAP1.AS2",-0.0134785254998463
"DLGAP5",-0.0134785254998463
"DMKN",-0.0134785254998463
"DNAH3",-0.0134785254998463
"DNAH6",-0.0134785254998463
"DNAJB5",-0.0134785254998463
"DNAJB7",-0.0134785254998463
"DNAJC12",-0.0134785254998463
"DNAJC28",-0.0134785254998463
"DNAJC3.AS1",-0.0134785254998463
"DNM1",-0.0134785254998463
"DNM3OS",-0.0134785254998463
"DOCK11",-0.0134785254998463
"DOCK2",-0.0134785254998463
"DOK3",-0.0134785254998463
"DPCD",-0.0134785254998463
"DPH2",-0.0134785254998463
"DPP6",-0.0134785254998463
"DPRXP3",-0.0134785254998463
"DPYSL3",-0.0134785254998463
"DRD4",-0.0134785254998463
"DSCAS",-0.0134785254998463
"DTX3",-0.0134785254998463
"DUBR",-0.0134785254998463
"DUSP10",-0.0134785254998463
"DYNLRB2",-0.0134785254998463
"DZIP1",-0.0134785254998463
"E2F8",-0.0134785254998463
"EBI3",-0.0134785254998463
