"","gsm","gender"
"5526","GSM2274706","female"
"5527","GSM2274705","female"
"5528","GSM2072524","female"
"5529","GSM2344138","female"
"5530","GSM2344139","female"
"5531","GSM2344134","female"
"5532","GSM2344135","male"
"5533","GSM2344136","male"
"5534","GSM2344137","female"
"5535","GSM2344130","female"
"5536","GSM2344131","male"
"5537","GSM2344132","male"
"5538","GSM2344133","female"
"5539","GSM1059501","male"
"5540","GSM1059500","male"
"5541","GSM1059503","male"
"5542","GSM1059502","male"
"5543","GSM1059505","male"
"5544","GSM1059504","male"
"5545","GSM1059507","female"
"5546","GSM1059506","female"
"5547","GSM1059509","female"
"5548","GSM1059508","male"
"5549","GSM2343919","male"
"5550","GSM2343917","female"
"5551","GSM2343916","female"
"5552","GSM2343915","female"
"5553","GSM2343914","female"
"5554","GSM2343913","female"
"5555","GSM2343912","female"
"5556","GSM2343911","female"
"5557","GSM2343910","female"
"5558","GSM2343602","male"
"5559","GSM2071302","female"
"5560","GSM2071303","female"
"5561","GSM2071300","female"
"5562","GSM2071301","female"
"5563","GSM2343436","female"
"5564","GSM2343214","female"
"5565","GSM2343215","female"
"5566","GSM2343439","female"
"5567","GSM2343211","female"
"5568","GSM2343212","male"
"5569","GSM2343213","female"
"5570","GSM2343219","female"
"5571","GSM2343078","male"
"5572","GSM2343079","male"
"5573","GSM2343070","male"
"5574","GSM2343071","female"
"5575","GSM2343072","female"
"5576","GSM2343073","female"
"5577","GSM2343074","female"
"5578","GSM2343075","female"
"5579","GSM2343076","female"
"5580","GSM2072338","male"
"5581","GSM2072339","male"
"5582","GSM2072336","male"
"5583","GSM2072337","female"
"5584","GSM2072334","male"
"5585","GSM2072335","female"
"5586","GSM2072332","male"
"5587","GSM2072333","female"
"5588","GSM2072330","male"
"5589","GSM2072331","male"
"5590","GSM2344406","female"
"5591","GSM2072480","female"
"5592","GSM2072481","male"
"5593","GSM2072482","male"
"5594","GSM2072483","male"
"5595","GSM2072484","female"
"5596","GSM2072487","male"
"5597","GSM2072488","male"
"5598","GSM2138827","female"
"5599","GSM2138825","female"
"5600","GSM2138824","female"
"5601","GSM2138823","male"
"5602","GSM2138822","male"
"5603","GSM2138829","male"
"5604","GSM2138828","male"
"5605","GSM2274769","female"
"5606","GSM2274768","female"
"5607","GSM2274765","female"
"5608","GSM2274764","female"
"5609","GSM2274767","female"
"5610","GSM2274766","female"
"5611","GSM2274761","female"
"5612","GSM2274760","female"
"5613","GSM2274763","female"
"5614","GSM2274762","female"
"5615","GSM2071405","male"
"5616","GSM2071467","male"
"5617","GSM2071466","male"
"5618","GSM2071465","male"
"5619","GSM2071469","female"
"5620","GSM2071468","female"
"5621","GSM2344154","male"
"5622","GSM2344152","female"
"5623","GSM2344153","male"
"5624","GSM2344150","female"
"5625","GSM2071409","female"
"5626","GSM2344158","male"
"5627","GSM2328349","female"
"5628","GSM2328348","female"
"5629","GSM2328345","female"
"5630","GSM2328344","female"
"5631","GSM2328347","female"
"5632","GSM2328346","female"
"5633","GSM2328341","female"
"5634","GSM2328340","female"
"5635","GSM2328343","male"
"5636","GSM2328342","male"
"5637","GSM2138748","male"
"5638","GSM2343685","female"
"5639","GSM2343683","female"
"5640","GSM2343682","female"
"5641","GSM2343681","female"
"5642","GSM2343680","female"
"5643","GSM2138688","male"
"5644","GSM2138680","male"
"5645","GSM2138686","male"
"5646","GSM2138685","female"
"5647","GSM1059528","male"
"5648","GSM1059523","female"
"5649","GSM1059522","female"
"5650","GSM1059521","female"
"5651","GSM1059520","female"
"5652","GSM1059527","female"
"5653","GSM1059526","male"
"5654","GSM1059525","female"
"5655","GSM1112846","male"
"5656","GSM1112847","male"
"5657","GSM1112844","male"
"5658","GSM1112845","male"
"5659","GSM2071326","male"
"5660","GSM2071322","male"
"5661","GSM2343278","female"
"5662","GSM2343279","female"
"5663","GSM2343276","female"
"5664","GSM2343277","female"
"5665","GSM2343274","female"
"5666","GSM2343275","female"
"5667","GSM2343272","male"
"5668","GSM2343273","female"
"5669","GSM2343271","male"
"5670","GSM2343419","female"
"5671","GSM2343092","male"
"5672","GSM2343093","female"
"5673","GSM2343090","male"
"5674","GSM2343091","male"
"5675","GSM2343096","male"
"5676","GSM2343097","male"
"5677","GSM2343094","female"
"5678","GSM2343095","male"
"5679","GSM2343098","male"
"5680","GSM2343898","female"
"5681","GSM2343899","female"
"5682","GSM2343892","female"
"5683","GSM2343893","female"
"5684","GSM2343890","male"
"5685","GSM2343891","female"
"5686","GSM2343896","male"
"5687","GSM2343894","female"
"5688","GSM2343895","male"
"5689","GSM2072310","female"
"5690","GSM2072311","male"
"5691","GSM2072312","male"
"5692","GSM2072313","male"
"5693","GSM2072314","female"
"5694","GSM2072315","male"
"5695","GSM2072316","female"
"5696","GSM2072317","male"
"5697","GSM2072318","female"
"5698","GSM2072319","male"
"5699","GSM2274747","female"
"5700","GSM2274745","female"
"5701","GSM2274744","female"
"5702","GSM2274743","female"
"5703","GSM2274742","female"
"5704","GSM2274741","female"
"5705","GSM2274740","female"
"5706","GSM2274749","female"
"5707","GSM2274748","female"
"5708","GSM1010950","male"
"5709","GSM2071404","male"
"5710","GSM2071400","male"
"5711","GSM2071408","male"
"5712","GSM2344178","female"
"5713","GSM2344179","female"
"5714","GSM2138851","female"
"5715","GSM2344170","female"
"5716","GSM2344171","male"
"5717","GSM2344174","male"
"5718","GSM2344175","male"
"5719","GSM2344176","male"
"5720","GSM2344177","male"
"5721","GSM2344017","female"
"5722","GSM2344016","female"
"5723","GSM2344015","female"
"5724","GSM2344014","female"
"5725","GSM2344013","male"
"5726","GSM2344012","male"
"5727","GSM2344011","female"
"5728","GSM2344010","female"
"5729","GSM2344018","female"
"5730","GSM2343511","female"
"5731","GSM1296458","male"
"5732","GSM1296459","male"
"5733","GSM2344211","male"
"5734","GSM1296456","male"
"5735","GSM1296457","male"
"5736","GSM1101694","female"
"5737","GSM1101692","female"
"5738","GSM1101691","female"
"5739","GSM1101690","female"
"5740","GSM1101699","male"
"5741","GSM1101698","male"
"5742","GSM2071344","female"
"5743","GSM2343250","female"
"5744","GSM2343251","female"
"5745","GSM2343252","male"
"5746","GSM2343253","male"
"5747","GSM2343257","male"
"5748","GSM2343258","female"
"5749","GSM2343259","female"
"5750","GSM2343528","male"
"5751","GSM2343529","male"
"5752","GSM2138679","male"
"5753","GSM2071648","male"
"5754","GSM2071647","male"
"5755","GSM2071645","female"
"5756","GSM2138738","female"
"5757","GSM2138678","male"
"5758","GSM2344089","male"
"5759","GSM2344192","male"
"5760","GSM2344193","male"
"5761","GSM2344190","female"
"5762","GSM2344191","female"
"5763","GSM2344196","female"
"5764","GSM2344197","female"
"5765","GSM2344194","female"
"5766","GSM2344195","female"
"5767","GSM2344198","male"
"5768","GSM2344199","male"
"5769","GSM1101697","male"
"5770","GSM1101696","female"
"5771","GSM1101695","female"
"5772","GSM1101693","female"
"5773","GSM2343475","female"
"5774","GSM2343759","female"
"5775","GSM2343751","female"
"5776","GSM2343750","female"
"5777","GSM2343753","male"
"5778","GSM2343752","male"
"5779","GSM2343755","male"
"5780","GSM2343754","male"
"5781","GSM2343756","male"
"5782","GSM2072501","male"
"5783","GSM2072500","female"
"5784","GSM2072503","male"
"5785","GSM2072502","male"
"5786","GSM2072504","male"
"5787","GSM2072509","female"
"5788","GSM2072508","female"
"5789","GSM2343504","male"
"5790","GSM2344225","male"
"5791","GSM2343506","male"
"5792","GSM2343507","male"
"5793","GSM2344220","male"
"5794","GSM2343501","male"
"5795","GSM2344222","male"
"5796","GSM2343503","female"
"5797","GSM2343508","male"
"5798","GSM2343509","male"
"5799","GSM1101711","male"
"5800","GSM2071629","male"
"5801","GSM2071621","male"
"5802","GSM2071620","male"
"5803","GSM2071623","female"
"5804","GSM2071622","female"
"5805","GSM2071431","male"
"5806","GSM2344422","male"
"5807","GSM2344423","male"
"5808","GSM2344420","male"
"5809","GSM2344421","male"
"5810","GSM2344424","male"
"5811","GSM2344425","male"
"5812","GSM2344428","male"
"5813","GSM2344429","male"
"5814","GSM1060239","male"
"5815","GSM1060238","male"
"5816","GSM1060237","male"
"5817","GSM2274699","female"
"5818","GSM1010958","male"
"5819","GSM2274691","female"
"5820","GSM1010952","male"
"5821","GSM1010956","male"
"5822","GSM2138754","male"
"5823","GSM2138861","male"
"5824","GSM2138750","male"
"5825","GSM2343457","female"
"5826","GSM2343199","female"
"5827","GSM2343198","female"
"5828","GSM2343197","male"
"5829","GSM2343196","male"
"5830","GSM2343195","female"
"5831","GSM2343194","female"
"5832","GSM2343193","male"
"5833","GSM2343192","male"
"5834","GSM2343191","female"
"5835","GSM2343190","female"
"5836","GSM2343997","female"
"5837","GSM2343996","female"
"5838","GSM2343771","male"
"5839","GSM2343770","male"
"5840","GSM2343991","female"
"5841","GSM2343990","female"
"5842","GSM2343999","male"
"5843","GSM2343998","male"
"5844","GSM2072529","female"
"5845","GSM2072523","female"
"5846","GSM2072520","female"
"5847","GSM2072527","female"
"5848","GSM2072526","male"
"5849","GSM2071383","male"
"5850","GSM2071384","male"
"5851","GSM2343568","female"
"5852","GSM2344249","male"
"5853","GSM2343566","female"
"5854","GSM2343567","female"
"5855","GSM2343564","male"
"5856","GSM2343565","female"
"5857","GSM2343562","male"
"5858","GSM2344243","male"
"5859","GSM2344240","female"
"5860","GSM2343561","male"
"5861","GSM2343382","female"
"5862","GSM2343380","female"
"5863","GSM2343387","female"
"5864","GSM2343385","female"
"5865","GSM2071607","male"
"5866","GSM2071606","male"
"5867","GSM2071605","male"
"5868","GSM2071604","male"
"5869","GSM2071603","male"
"5870","GSM2071602","male"
"5871","GSM2071601","male"
"5872","GSM2071600","male"
"5873","GSM2071609","male"
"5874","GSM2071608","male"
"5875","GSM2344402","male"
"5876","GSM2344403","male"
"5877","GSM2344408","female"
"5878","GSM1010972","male"
"5879","GSM1010970","male"
"5880","GSM1010976","male"
"5881","GSM1010974","male"
"5882","GSM2138845","female"
"5883","GSM2138844","female"
"5884","GSM2343617","male"
"5885","GSM2344202","male"
"5886","GSM2344203","male"
"5887","GSM2343311","female"
"5888","GSM2138719","male"
"5889","GSM2138718","male"
"5890","GSM2138711","female"
"5891","GSM2138710","female"
"5892","GSM2138713","female"
"5893","GSM2138712","female"
"5894","GSM2138715","female"
"5895","GSM2138714","female"
"5896","GSM2138717","female"
"5897","GSM2138716","female"
"5898","GSM2343256","male"
"5899","GSM2343171","female"
"5900","GSM2343170","male"
"5901","GSM2344381","male"
"5902","GSM2343172","female"
"5903","GSM2344387","male"
"5904","GSM2344386","female"
"5905","GSM2343177","male"
"5906","GSM2344384","male"
"5907","GSM2343179","female"
"5908","GSM2343178","male"
"5909","GSM2344388","male"
"5910","GSM2343715","female"
"5911","GSM2343714","male"
"5912","GSM2343717","female"
"5913","GSM2343716","female"
"5914","GSM2343711","female"
"5915","GSM2343710","male"
"5916","GSM2343713","male"
"5917","GSM2343712","female"
"5918","GSM2343718","female"
"5919","GSM1220589","female"
"5920","GSM1220587","female"
"5921","GSM1220586","male"
"5922","GSM1220585","male"
"5923","GSM1220583","female"
"5924","GSM1220582","female"
"5925","GSM1220581","female"
"5926","GSM1220580","female"
"5927","GSM2072545","male"
"5928","GSM2072541","male"
"5929","GSM2072540","male"
"5930","GSM2072542","male"
"5931","GSM2343540","female"
"5932","GSM2344261","female"
"5933","GSM2343542","male"
"5934","GSM2343543","male"
"5935","GSM2343544","male"
"5936","GSM2343545","male"
"5937","GSM2343546","female"
"5938","GSM2343547","female"
"5939","GSM2343548","female"
"5940","GSM2343549","female"
"5941","GSM2343815","female"
"5942","GSM2343818","male"
"5943","GSM2343819","male"
"5944","GSM2138665","female"
"5945","GSM2138664","female"
"5946","GSM2071275","female"
"5947","GSM2138669","male"
"5948","GSM2138668","male"
"5949","GSM2343246","male"
"5950","GSM2071279","female"
"5951","GSM2344092","male"
"5952","GSM2138733","male"
"5953","GSM2138732","male"
"5954","GSM2138731","male"
"5955","GSM2138730","male"
"5956","GSM2138737","female"
"5957","GSM2138736","female"
"5958","GSM2138735","female"
"5959","GSM2138734","female"
"5960","GSM2138739","female"
"5961","GSM2343153","female"
"5962","GSM2343150","female"
"5963","GSM2343155","female"
"5964","GSM2343154","female"
"5965","GSM2343485","female"
"5966","GSM2343484","female"
"5967","GSM2343480","female"
"5968","GSM2343482","female"
"5969","GSM2343739","female"
"5970","GSM2343737","male"
"5971","GSM2343736","male"
"5972","GSM2343735","male"
"5973","GSM2343734","female"
"5974","GSM2343733","female"
"5975","GSM2343378","female"
"5976","GSM2072567","male"
"5977","GSM2072563","male"
"5978","GSM2072562","male"
"5979","GSM2072561","male"
"5980","GSM2072560","male"
"5981","GSM2072569","male"
"5982","GSM2072568","male"
"5983","GSM2071646","female"
"5984","GSM2072510","female"
"5985","GSM2072515","female"
"5986","GSM2072519","female"
"5987","GSM2343834","female"
"5988","GSM2343835","female"
"5989","GSM2343836","female"
"5990","GSM2343837","male"
"5991","GSM2343830","male"
"5992","GSM2343831","male"
"5993","GSM2343832","male"
"5994","GSM2343838","male"
"5995","GSM2343103","female"
"5996","GSM2071420","male"
"5997","GSM1010938","male"
"5998","GSM2071486","female"
"5999","GSM2344332","male"
"6000","GSM2344333","male"
"6001","GSM2343104","female"
"6002","GSM2343105","male"
"6003","GSM2343454","female"
"6004","GSM2343107","male"
"6005","GSM2343459","female"
"6006","GSM2138755","male"
"6007","GSM2138757","female"
"6008","GSM2138756","female"
"6009","GSM2138751","male"
"6010","GSM2138759","female"
"6011","GSM2138758","female"
"6012","GSM2343139","male"
"6013","GSM2343138","female"
"6014","GSM2343135","female"
"6015","GSM2343134","male"
"6016","GSM2343137","female"
"6017","GSM2343136","female"
"6018","GSM2343131","female"
"6019","GSM2343130","female"
"6020","GSM2343133","male"
"6021","GSM2343132","female"
"6022","GSM2274854","female"
"6023","GSM2274828","female"
"6024","GSM2274829","female"
"6025","GSM2274822","female"
"6026","GSM2274823","female"
"6027","GSM2274820","male"
"6028","GSM2274821","male"
"6029","GSM2274826","female"
"6030","GSM2274827","female"
"6031","GSM2274824","female"
"6032","GSM2274825","female"
"6033","GSM2343856","male"
"6034","GSM2343673","female"
"6035","GSM2343676","female"
"6036","GSM2343853","female"
"6037","GSM2343851","female"
"6038","GSM2343858","female"
"6039","GSM2343859","female"
"6040","GSM2343672","female"
"6041","GSM2343857","female"
"6042","GSM2343854","female"
"6043","GSM2343677","female"
"6044","GSM2343674","female"
"6045","GSM2343675","female"
"6046","GSM2138876","female"
"6047","GSM2071265","female"
"6048","GSM2071264","female"
"6049","GSM2071267","female"
"6050","GSM2071266","female"
"6051","GSM2071261","female"
"6052","GSM2071263","female"
"6053","GSM2071262","female"
"6054","GSM2138878","male"
"6055","GSM2071269","female"
"6056","GSM2071268","male"
"6057","GSM2138879","male"
"6058","GSM2343247","male"
"6059","GSM2138779","male"
"6060","GSM2138778","male"
"6061","GSM2138777","female"
"6062","GSM2138776","female"
"6063","GSM2138775","male"
"6064","GSM2138774","male"
"6065","GSM2138771","male"
"6066","GSM2138770","male"
"6067","GSM2343532","female"
"6068","GSM2343243","female"
"6069","GSM2343242","female"
"6070","GSM2343117","female"
"6071","GSM2343440","male"
"6072","GSM2343443","female"
"6073","GSM2343442","female"
"6074","GSM2343445","male"
"6075","GSM2343444","male"
"6076","GSM2344327","male"
"6077","GSM2344326","male"
"6078","GSM2343449","female"
"6079","GSM2344328","female"
"6080","GSM2343240","female"
"6081","GSM2343119","female"
"6082","GSM2344022","male"
"6083","GSM2072479","male"
"6084","GSM2072478","female"
"6085","GSM2072471","female"
"6086","GSM2072470","male"
"6087","GSM2072473","male"
"6088","GSM2072472","female"
"6089","GSM2072475","male"
"6090","GSM2072474","female"
"6091","GSM2072477","male"
"6092","GSM2072476","female"
"6093","GSM1120304","male"
"6094","GSM1120305","female"
"6095","GSM1120306","male"
"6096","GSM1120307","female"
"6097","GSM1120301","female"
"6098","GSM1120302","female"
"6099","GSM1120303","female"
"6100","GSM2343671","female"
"6101","GSM2274808","male"
"6102","GSM2274804","male"
"6103","GSM2274805","male"
"6104","GSM2274806","male"
"6105","GSM2274807","male"
"6106","GSM2274800","male"
"6107","GSM2274801","male"
"6108","GSM2274802","male"
"6109","GSM2274803","male"
"6110","GSM2071297","female"
"6111","GSM2343302","female"
"6112","GSM2343871","female"
"6113","GSM2343872","female"
"6114","GSM2343301","female"
"6115","GSM2343658","male"
"6116","GSM2343307","male"
"6117","GSM2343304","female"
"6118","GSM2343877","male"
"6119","GSM2343654","male"
"6120","GSM2343879","female"
"6121","GSM2343308","male"
"6122","GSM2343657","male"
"6123","GSM2343650","female"
"6124","GSM2343651","female"
"6125","GSM2343652","female"
"6126","GSM2343653","female"
"6127","GSM2400238","female"
"6128","GSM2400239","female"
"6129","GSM2400230","female"
"6130","GSM2400231","female"
"6131","GSM2328312","male"
"6132","GSM2328313","male"
"6133","GSM2344224","male"
"6134","GSM2328310","female"
"6135","GSM2328311","female"
"6136","GSM2328317","female"
"6137","GSM2328314","female"
"6138","GSM2328315","female"
"6139","GSM2328318","female"
"6140","GSM2328319","female"
"6141","GSM1101668","male"
"6142","GSM1101669","male"
"6143","GSM1101662","female"
"6144","GSM1101663","male"
"6145","GSM1101661","female"
"6146","GSM1101666","male"
"6147","GSM1101667","male"
"6148","GSM1101664","male"
"6149","GSM1101665","male"
"6150","GSM2344221","male"
"6151","GSM2071531","male"
"6152","GSM2071530","male"
"6153","GSM2071532","male"
"6154","GSM2071536","male"
"6155","GSM2138791","female"
"6156","GSM2138790","female"
"6157","GSM2138793","male"
"6158","GSM2138792","male"
"6159","GSM2138795","male"
"6160","GSM2138794","male"
"6161","GSM2138797","female"
"6162","GSM2138796","female"
"6163","GSM2138799","female"
"6164","GSM2138798","female"
"6165","GSM2344309","male"
"6166","GSM2343468","female"
"6167","GSM2343463","female"
"6168","GSM2344302","male"
"6169","GSM2344301","male"
"6170","GSM2343460","female"
"6171","GSM2343467","female"
"6172","GSM2344306","female"
"6173","GSM2343465","male"
"6174","GSM2343464","male"
"6175","GSM2343799","male"
"6176","GSM2343798","male"
"6177","GSM2343795","male"
"6178","GSM2343794","male"
"6179","GSM2343797","female"
"6180","GSM2343796","female"
"6181","GSM2343791","male"
"6182","GSM2343790","male"
"6183","GSM2274836","female"
"6184","GSM2072457","male"
"6185","GSM2072456","female"
"6186","GSM2072455","male"
"6187","GSM2343141","female"
"6188","GSM2072459","female"
"6189","GSM2072458","female"
"6190","GSM2274798","male"
"6191","GSM2274799","male"
"6192","GSM2274794","male"
"6193","GSM2274795","male"
"6194","GSM2274796","male"
"6195","GSM2274797","male"
"6196","GSM2274790","male"
"6197","GSM2274791","male"
"6198","GSM2274792","male"
"6199","GSM2274793","male"
"6200","GSM2274862","female"
"6201","GSM2274861","female"
"6202","GSM2274868","female"
"6203","GSM2274869","female"
"6204","GSM2138896","female"
"6205","GSM2138897","female"
"6206","GSM2138894","female"
"6207","GSM2138895","female"
"6208","GSM2138892","male"
"6209","GSM2138893","male"
"6210","GSM2138890","female"
"6211","GSM2138891","female"
"6212","GSM2138898","male"
"6213","GSM2138899","male"
"6214","GSM2344320","male"
"6215","GSM2343636","female"
"6216","GSM2343635","female"
"6217","GSM2343632","male"
"6218","GSM2343633","male"
"6219","GSM2343322","female"
"6220","GSM2343639","male"
"6221","GSM2344325","male"
"6222","GSM2400218","female"
"6223","GSM2400219","female"
"6224","GSM2400214","male"
"6225","GSM2400215","male"
"6226","GSM2400216","female"
"6227","GSM2400217","female"
"6228","GSM2400210","female"
"6229","GSM2400211","female"
"6230","GSM2400212","male"
"6231","GSM2400213","male"
"6232","GSM2344329","female"
"6233","GSM2344321","male"
"6234","GSM2343116","female"
"6235","GSM2344323","female"
"6236","GSM2344322","female"
"6237","GSM2343113","male"
"6238","GSM2344324","male"
"6239","GSM2343447","female"
"6240","GSM2071513","female"
"6241","GSM2071512","female"
"6242","GSM2071511","male"
"6243","GSM2071517","female"
"6244","GSM2071516","female"
"6245","GSM2071515","female"
"6246","GSM2071514","female"
"6247","GSM2071519","female"
"6248","GSM2071518","female"
"6249","GSM2412774","female"
"6250","GSM2412775","female"
"6251","GSM2412776","female"
"6252","GSM2344206","female"
"6253","GSM1010946","female"
"6254","GSM2344207","female"
"6255","GSM2343408","female"
"6256","GSM2344365","female"
"6257","GSM2344367","female"
"6258","GSM2344366","female"
"6259","GSM2343400","female"
"6260","GSM2344363","male"
"6261","GSM2343402","female"
"6262","GSM1120313","female"
"6263","GSM1120310","male"
"6264","GSM2274848","female"
"6265","GSM2274849","female"
"6266","GSM2274840","female"
"6267","GSM2274841","female"
"6268","GSM2274842","female"
"6269","GSM2274843","female"
"6270","GSM2274844","female"
"6271","GSM2274845","female"
"6272","GSM2274846","female"
"6273","GSM2274847","female"
"6274","GSM2071360","male"
"6275","GSM2071361","female"
"6276","GSM2071362","female"
"6277","GSM2343169","male"
"6278","GSM2343618","female"
"6279","GSM2343619","female"
"6280","GSM2343610","female"
"6281","GSM2343611","female"
"6282","GSM2343612","female"
"6283","GSM2343613","male"
"6284","GSM2343614","male"
"6285","GSM2343343","female"
"6286","GSM2343616","male"
"6287","GSM2343341","female"
"6288","GSM2343663","female"
"6289","GSM2343846","female"
"6290","GSM2343665","female"
"6291","GSM2138869","female"
"6292","GSM2343667","female"
"6293","GSM2343666","female"
"6294","GSM2138863","male"
"6295","GSM2343968","male"
"6296","GSM2343969","male"
"6297","GSM2138862","male"
"6298","GSM2343962","male"
"6299","GSM2343961","male"
"6300","GSM2343966","female"
"6301","GSM2343967","female"
"6302","GSM2343964","male"
"6303","GSM2343965","male"
"6304","GSM2138867","female"
"6305","GSM2138866","female"
"6306","GSM2138865","male"
"6307","GSM2071289","female"
"6308","GSM2071288","male"
"6309","GSM2071283","female"
"6310","GSM2071282","male"
"6311","GSM2071281","female"
"6312","GSM2071280","male"
"6313","GSM2071287","female"
"6314","GSM2071285","male"
"6315","GSM2071575","female"
"6316","GSM2071574","female"
"6317","GSM2344226","female"
"6318","GSM2344347","female"
"6319","GSM2344346","female"
"6320","GSM2344345","female"
"6321","GSM2344344","male"
"6322","GSM2344343","male"
"6323","GSM2344342","male"
"6324","GSM2344341","male"
"6325","GSM2344340","female"
"6326","GSM2344349","male"
"6327","GSM2344348","female"
"6328","GSM2344223","male"
"6329","GSM2344228","female"
"6330","GSM2344229","female"
"6331","GSM2343283","female"
"6332","GSM2343282","female"
"6333","GSM2343281","female"
"6334","GSM2343280","female"
"6335","GSM2343287","male"
"6336","GSM2343286","female"
"6337","GSM2343285","female"
"6338","GSM2343284","female"
"6339","GSM2343289","female"
"6340","GSM2343288","male"
"6341","GSM2343121","female"
"6342","GSM2072413","female"
"6343","GSM2072412","female"
"6344","GSM2072411","female"
"6345","GSM2072410","female"
"6346","GSM2138852","female"
"6347","GSM2138853","female"
"6348","GSM2138850","female"
"6349","GSM2138856","male"
"6350","GSM2138857","male"
"6351","GSM2138854","female"
"6352","GSM2138855","female"
"6353","GSM2138858","female"
"6354","GSM2138859","female"
"6355","GSM1296455","male"
"6356","GSM2274693","female"
"6357","GSM2138676","male"
"6358","GSM2138677","male"
"6359","GSM2138674","male"
"6360","GSM2138675","male"
"6361","GSM2138672","male"
"6362","GSM2138673","male"
"6363","GSM2138670","male"
"6364","GSM2138671","male"
"6365","GSM2344088","male"
"6366","GSM2344080","male"
"6367","GSM2344081","male"
"6368","GSM2344082","male"
"6369","GSM2344083","female"
"6370","GSM2344084","female"
"6371","GSM2344087","female"
"6372","GSM2071296","female"
"6373","GSM2343948","male"
"6374","GSM2343949","male"
"6375","GSM2343945","female"
"6376","GSM2343946","female"
"6377","GSM2343947","male"
"6378","GSM2343940","male"
"6379","GSM2343941","female"
"6380","GSM2343942","female"
"6381","GSM2343768","female"
"6382","GSM2343769","female"
"6383","GSM2343988","male"
"6384","GSM2343765","male"
"6385","GSM2328306","female"
"6386","GSM2072608","male"
"6387","GSM2072609","male"
"6388","GSM2072603","female"
"6389","GSM2072600","male"
"6390","GSM2072601","female"
"6391","GSM2072606","female"
"6392","GSM2072607","male"
"6393","GSM2072604","female"
"6394","GSM2072605","female"
"6395","GSM2071556","male"
"6396","GSM2071555","male"
"6397","GSM2071564","female"
"6398","GSM1059497","male"
"6399","GSM1059496","male"
"6400","GSM1059495","female"
"6401","GSM1059494","male"
"6402","GSM1059493","male"
"6403","GSM1059492","male"
"6404","GSM1059491","male"
"6405","GSM1059490","male"
"6406","GSM1059499","male"
"6407","GSM1059498","male"
"6408","GSM2072389","female"
"6409","GSM2072388","female"
"6410","GSM2072387","male"
"6411","GSM2072386","female"
"6412","GSM2072385","female"
"6413","GSM2072384","female"
"6414","GSM2072383","female"
"6415","GSM2072382","female"
"6416","GSM2072381","female"
"6417","GSM2072380","male"
"6418","GSM2274732","female"
"6419","GSM2274733","female"
"6420","GSM2274730","female"
"6421","GSM2274731","female"
"6422","GSM2274736","female"
"6423","GSM2274737","female"
"6424","GSM2274734","female"
"6425","GSM2274735","female"
"6426","GSM2274738","female"
"6427","GSM2274739","female"
"6428","GSM2071522","female"
"6429","GSM2071521","female"
"6430","GSM2274888","male"
"6431","GSM2274889","male"
"6432","GSM2138874","male"
"6433","GSM2138875","male"
"6434","GSM2138877","female"
"6435","GSM2138870","female"
"6436","GSM2138871","female"
"6437","GSM2138872","female"
"6438","GSM2138873","female"
"6439","GSM2344062","male"
"6440","GSM2344063","female"
"6441","GSM2344060","male"
"6442","GSM2344061","male"
"6443","GSM2344066","male"
"6444","GSM2344067","female"
"6445","GSM2344064","female"
"6446","GSM2344065","male"
"6447","GSM2344068","female"
"6448","GSM2344069","female"
"6449","GSM2344059","male"
"6450","GSM2138783","male"
"6451","GSM2343922","female"
"6452","GSM2343920","male"
"6453","GSM2343921","female"
"6454","GSM2343816","male"
"6455","GSM2072598","male"
"6456","GSM2072599","male"
"6457","GSM2072597","male"
"6458","GSM2344314","female"
"6459","GSM2072620","male"
"6460","GSM2343476","female"
"6461","GSM2343477","male"
"6462","GSM2274698","female"
"6463","GSM2344313","female"
"6464","GSM2343478","male"
"6465","GSM2343479","female"
"6466","GSM2274690","female"
"6467","GSM2274692","female"
"6468","GSM2274695","female"
"6469","GSM2274694","female"
"6470","GSM2274697","female"
"6471","GSM915328","male"
"6472","GSM915329","male"
"6473","GSM915326","male"
"6474","GSM915327","male"
"6475","GSM915324","male"
"6476","GSM915325","male"
"6477","GSM915322","male"
"6478","GSM915323","male"
"6479","GSM915320","male"
"6480","GSM915321","male"
"6481","GSM2344418","female"
"6482","GSM2328316","female"
"6483","GSM2344298","female"
"6484","GSM2344293","male"
"6485","GSM2344292","male"
"6486","GSM2344295","female"
"6487","GSM2344297","female"
"6488","GSM2344296","female"
"6489","GSM2072361","female"
"6490","GSM2072360","female"
"6491","GSM2072363","female"
"6492","GSM2072362","female"
"6493","GSM2072365","female"
"6494","GSM2072364","female"
"6495","GSM2072367","female"
"6496","GSM2072366","female"
"6497","GSM2072369","female"
"6498","GSM2072368","female"
"6499","GSM2274714","female"
"6500","GSM2274715","female"
"6501","GSM2274716","female"
"6502","GSM2274717","female"
"6503","GSM2274710","female"
"6504","GSM2274711","female"
"6505","GSM2274712","female"
"6506","GSM2274713","female"
"6507","GSM2274718","female"
"6508","GSM2274719","female"
"6509","GSM2138818","female"
"6510","GSM2138819","female"
"6511","GSM2138816","male"
"6512","GSM2138817","male"
"6513","GSM2138814","male"
"6514","GSM2138815","male"
"6515","GSM2138812","male"
"6516","GSM2138813","male"
"6517","GSM2138810","male"
"6518","GSM2138811","male"
"6519","GSM2071451","male"
"6520","GSM2344109","male"
"6521","GSM2344108","female"
"6522","GSM2344101","male"
"6523","GSM2344100","male"
"6524","GSM2344103","female"
"6525","GSM2344102","female"
