sample_id,gender,type,tissue_old,age,tissue,ACE2,ESR1,ACE1,ESR2,AR,PGR,TMPRSS2
GTEX.13X6K.0011.R6a.SM.5P9K6,female,normal,Brain,60-100,brain,0.353988206,1.039721138,2.711791421,0.648406877,0.775432196,0.373301689,0.158265699
GTEX.13X6K.0011.R7b.SM.5P9K7,female,normal,Brain,60-100,brain,0.20854766,0.262348584,2.541883958,0.170678793,0.663268968,0.375755146,0.023236001
GTEX.13X6K.0011.R8b.SM.5PNZ4,female,normal,Brain,60-100,brain,0.277236057,1.883187321,1.876797114,1.210236964,1.607094571,1.314350565,0.255196836
GTEX.13X6K.0226.SM.5QGPB,female,normal,Adipose Tissue,60-100,NA,2.768479366,1.269877221,2.288781046,0.66034862,1.764417161,1.346971616,0.051736893
GTEX.13X6K.0326.SM.5Q5D6,female,normal,Muscle,60-100,NA,0.295754719,1.0009047,1.074077782,0.816387413,1.501177636,0.61723881,0.048773475
GTEX.13X6K.0426.SM.5O9DZ,female,normal,Nerve,60-100,NA,0.359826467,1.321038671,1.902656238,0.940640305,1.764079711,1.41407917,0.030704034
GTEX.11DXZ.0526.SM.5GU7J,male,normal,Blood Vessel,20-59,NA,0.115885811,2.085788999,2.311871304,0.312290154,1.861826939,2.253071053,0.194447627
GTEX.13X6K.0626.SM.5LU5D,female,normal,Skin,60-100,skin,0.871768351,1.561914773,1.150060102,0.824043732,2.14342195,0.511157008,1.375889221
GTEX.11DXZ.2626.SM.59882,male,normal,Blood Vessel,20-59,NA,0.207081716,1.894040789,2.139365737,0.207081716,2.194857824,2.404481612,0.123632584
GTEX.13X6K.1826.SM.5O9CR,female,normal,Heart,60-100,heart,1.892763282,0.755223296,1.215011843,0.194593027,0.969494525,0.657432228,0.049525659
GTEX.11DYG.0926.SM.5EGGW,male,normal,Blood Vessel,60-100,NA,0.617603311,2.140909145,2.530664134,0.980425162,1.788154688,2.245527257,0.30778209
GTEX.13X6K.2126.SM.5O9D4,female,normal,Esophagus,60-100,NA,1.142556314,0.679099092,2.090209628,0.85268978,1.430374476,0.737745444,2.798760574
GTEX.13X6K.2726.SM.5O9DG,female,normal,Colon,60-100,colon,0.37068009,0.931825283,2.307690712,0.494727336,1.398291327,1.311457977,0.244533742
GTEX.13X6K.2826.SM.5O9DS,female,normal,Brain,60-100,brain,0.225365798,1.395004001,2.131226618,0.907692698,0.386290087,0.274262506,0.031195184
GTEX.13X6K.3026.SM.5QGPA,female,normal,Pituitary,60-100,NA,0.390615175,2.354801324,2.308953086,0.912999953,1.674018652,0.489665111,0.997744044
GTEX.13YAN.0326.SM.5O9DF,male,normal,Skin,60-100,skin,0.334763595,0.546605498,1.336704422,0.662964503,1.553348033,0.530850124,2.277091056
GTEX.13YAN.0426.SM.5O9DR,male,normal,Adipose Tissue,60-100,NA,0.941430319,1.120705413,2.831410118,1.066018756,2.032944594,0.530793263,0.026464212
GTEX.13YAN.0526.SM.5O9BE,male,normal,Muscle,60-100,NA,1.306925449,1.045576614,1.27266731,0.954111942,1.536785302,0.8297234,0.026003026
GTEX.13YAN.0926.SM.5O9C3,male,normal,Thyroid,60-100,NA,2.182694959,1.606996456,2.402402454,1.101167498,1.191071565,1.499489924,3.425665201
GTEX.S32W.0326.SM.2XCBI,female,normal,Lung,20-59,lung,1.299726597,1.121433169,2.550488962,0.535655872,1.18851271,1.01495193,2.940972646
GTEX.11DYG.1226.SM.5N9DC,male,normal,Blood Vessel,60-100,NA,0.087762881,1.88531173,1.678003046,0.288582231,1.968981143,2.221301136,0.193544832
GTEX.13YAN.2026.SM.5Q5EY,male,normal,Esophagus,60-100,NA,2.506128116,1.126758282,1.895157096,0.842337479,1.433212832,1.216663351,0.242919995
GTEX.13YAN.2126.SM.5Q5C4,male,normal,Pancreas,60-100,pancreas,1.509013408,0.781087858,1.604805297,1.343152095,0.405463721,0.418612505,2.853320893
GTEX.1445S.0011.R10a.SM.5PNWB,male,normal,Brain,60-100,brain,0.174125391,0.346421503,0.846871134,0.081863004,0.387539937,0.332201964,-2.34E-08
GTEX.1445S.0011.R2b.SM.5PNUH,male,normal,Brain,60-100,brain,0.388033262,0.241459925,1.049715941,0.13863501,0.273031212,0.318163826,0.241459925
GTEX.1445S.0011.R3a.SM.5P9HY,male,normal,Brain,60-100,brain,0.148011758,0.212998124,0.921158864,0.130907761,0.130907761,0.164756023,0.228438576
GTEX.1445S.0011.R4a.SM.5PNWN,male,normal,Brain,60-100,brain,0.248102621,0.983195017,0.675410846,0.233795377,0.141866358,0.508603317,0.248102621
GTEX.1445S.0011.R5a.SM.5PNUS,male,normal,Brain,60-100,brain,0.1625161,0.1625161,1.356695141,0.094243822,0.194582405,0.29750461,-2.17E-08
GTEX.1445S.0011.R6b.SM.5PNUF,male,normal,Brain,60-100,brain,0.14273738,0.220509887,1.429119222,0.092108656,0.158917184,0.291203787,-2.12E-08
GTEX.1445S.0011.R7b.SM.5PNUG,male,normal,Brain,60-100,brain,0.131566557,0.077721109,1.888726593,0.182056223,0.259700374,0.316697995,0.039762916
GTEX.1445S.0011.R8a.SM.5PNWX,male,normal,Brain,60-100,brain,0.160366477,0.463372625,0.691903141,0.237276211,0.237276211,0.358885338,0.092968233
GTEX.11EI6.0526.SM.5985S,male,normal,Blood Vessel,60-100,NA,0.138087929,1.553507824,1.173377922,0.302550439,1.545550989,1.699555789,0.085227127
GTEX.11EM3.0226.SM.5985Y,female,normal,Blood Vessel,20-59,NA,0.474899989,1.415475147,1.326286211,0.300726453,2.232058926,2.159487532,0.210877288
GTEX.1445S.1226.SM.5O9BF,male,normal,Heart,60-100,heart,2.329070021,1.114985064,1.322722234,0.236490079,1.551466955,1.40627867,0.024295691
GTEX.1445S.3026.SM.5O9BR,male,normal,Brain,60-100,brain,0.173389725,0.316470507,1.134291266,0.190598006,0.207451672,0.47382498,0.190598006
GTEX.144FL.0226.SM.5Q5D4,male,normal,Adipose Tissue,20-59,NA,1.082738952,1.575707381,2.392813047,1.231114845,1.934300534,1.298504841,0.184357491
GTEX.144FL.0326.SM.5O99O,male,normal,Muscle,20-59,NA,0.484343959,1.173735911,1.827734068,1.162976115,1.352717982,0.602209851,0.179965154
GTEX.11EM3.0526.SM.5H12N,female,normal,Blood Vessel,20-59,NA,1.36037656,1.5108011,1.127763819,0.437633188,1.892894027,1.992341396,0.201119981
GTEX.144FL.0626.SM.5LU43,male,normal,Skin,20-59,skin,0.466251024,1.126341935,1.560393402,0.728801287,0.988293588,0.198242871,1.017357656
GTEX.144FL.1526.SM.5Q5CA,male,normal,Pancreas,20-59,pancreas,1.14302568,0.520952509,1.511195172,0.970090904,0.432040572,0.165925588,2.890300716
GTEX.144FL.2326.SM.5LUAC,male,normal,Thyroid,20-59,NA,0.725722752,1.38073378,2.06744896,1.078263333,0.819294343,0.550130638,2.351645036
GTEX.144FL.2726.SM.5O98Z,male,normal,Esophagus,20-59,NA,1.395774796,0.71501736,1.431040093,0.664740873,0.632812212,0.227448777,2.183248266
GTEX.144FL.3026.SM.5O99C,male,normal,Brain,20-59,brain,0.517294096,0.595788164,1.778473324,0.608134839,0.260621641,0.64405163,0.139865727
GTEX.144GL.0011.R11b.SM.5P9F6,male,normal,Brain,20-59,brain,0.320129381,0.783986349,1.893282528,0.859605157,0.224926663,0.199530988,0.061306534
GTEX.144GL.0011.R1a.SM.5PNZ5,male,normal,Brain,20-59,brain,0.224522013,0.13820127,0.509673629,0.207965946,0.13820127,0.119795421,0.081717055
GTEX.144GL.0011.R3a.SM.5P9HP,male,normal,Brain,20-59,brain,0.094705556,0.220168023,1.80687705,0.220168023,0.294740153,0.220168023,0.116893341
GTEX.144GL.0011.R4a.SM.5PNUI,male,normal,Brain,20-59,brain,0.129521012,0.158751475,0.972522136,0.083444875,0.227214059,0.313463834,0.067457806
GTEX.144GL.0011.R5b.SM.5PNUJ,male,normal,Brain,20-59,brain,-2.07E-08,0.139051023,1.726268974,0.055000793,0.382756916,0.416593061,0.03707749
GTEX.144GL.0011.R6a.SM.5P9HW,male,normal,Brain,20-59,brain,0.068027849,0.742580983,2.463506078,0.262592548,0.50177048,0.262592548,-2.57E-08
GTEX.144GL.0011.R8a.SM.5Q5B1,male,normal,Brain,20-59,brain,0.15299388,0.959412076,0.890335985,0.088599196,0.559139841,0.593538725,0.105204267
GTEX.144GL.0226.SM.5QGOX,male,normal,Adipose Tissue,20-59,NA,0.318320496,1.655716251,3.021661958,0.760485453,2.188356121,1.856371777,0.110001249
GTEX.144GL.0326.SM.5QGOY,male,normal,Muscle,20-59,NA,0.290085509,1.319088311,1.748668312,0.544947525,1.629908449,0.434954859,0.024194711
GTEX.144GL.0426.SM.5QGOZ,male,normal,Nerve,20-59,NA,0.210781586,1.722213203,2.572681886,0.742518052,1.948245938,1.542709854,0.210781586
GTEX.11EM3.2226.SM.5H11Y,female,normal,Blood Vessel,20-59,NA,0.202157781,1.198615311,0.439719237,0.027785966,1.902458495,2.252924657,0.224566695
GTEX.144GL.0726.SM.5LU4P,male,normal,Testis,20-59,testis,2.809982756,1.77001323,3.355247407,2.239351348,1.81640562,1.95644492,2.042276531
GTEX.144GL.1026.SM.5O99R,male,normal,Heart,20-59,heart,1.675767985,1.131128468,2.113859573,0.370508478,1.532048402,1.177384497,0.059089099
GTEX.144GL.2026.SM.5LU3O,male,normal,Breast,20-59,NA,1.312774705,1.818659146,2.661523775,1.134342792,2.154249353,1.56372006,0.053099714
GTEX.144GL.2926.SM.5O99F,male,normal,Brain,20-59,brain,0.137236245,1.242460012,1.987112735,0.526072356,0.474986774,0.279128116,0.210919364
GTEX.144GL.3026.SM.5Q5CW,male,normal,Brain,20-59,brain,0.025644437,0.531010053,2.07740625,0.228712007,0.558646965,0.409941141,0.166013721
GTEX.S341.0326.SM.2XCAU,female,normal,Lung,20-59,lung,0.842162453,1.143181919,2.664165086,0.743823404,1.330858115,1.177699985,2.844194109
GTEX.144GM.0226.SM.5Q5CB,male,normal,Thyroid,20-59,NA,1.715741605,1.299876151,2.747243941,0.953345853,1.03351403,0.449225529,3.022484163
GTEX.144GM.0826.SM.5O98R,male,normal,Prostate,20-59,prostate,0.362461426,1.302416047,2.048738503,1.178468527,1.687844385,1.706161006,2.868206491
GTEX.144GM.0926.SM.5O994,male,normal,Breast,20-59,NA,2.005280942,1.90013552,1.825716562,1.306038148,2.061006118,0.700773601,0.711254215
GTEX.144GM.1226.SM.5LU52,male,normal,Colon,20-59,colon,2.04335754,0.523852143,2.359533712,0.571954934,0.207293489,0.358414702,3.388906135
GTEX.144GM.1326.SM.5LU5E,male,normal,Liver,20-59,liver,0.212744934,0.585249856,1.371005698,1.018331156,1.526473018,0.069396664,2.502708278
GTEX.144GM.1626.SM.5O9AG,male,normal,Esophagus,20-59,NA,0.47318927,0.910179755,2.053609384,0.341224245,0.727618975,1.219345419,0.380990356
GTEX.144GM.1926.SM.5LUAN,male,normal,Adipose Tissue,20-59,NA,2.175806348,1.797105486,1.990940967,1.463698497,2.04872495,1.259578847,0.026069689
GTEX.144GM.2026.SM.5LU3D,male,normal,Muscle,20-59,NA,0.229908076,0.701746368,0.821857432,1.304424941,1.32013746,0.316954598,0.153168498
GTEX.11EMC.0926.SM.59863,female,normal,Blood Vessel,60-100,NA,0.662550503,1.923037218,2.018400248,0.755083149,2.051568487,2.191571963,0.300576706
GTEX.11EMC.3026.SM.5EQ4R,female,normal,Blood Vessel,60-100,NA,0.347406846,2.019670905,1.657285395,0.498956307,1.863323871,2.229044115,0.237647988
GTEX.11EQ9.2226.SM.5987H,male,normal,Blood Vessel,20-59,NA,0.332541676,1.211833469,1.061957255,0.115290502,2.155690796,1.82586861,0.168126559
GTEX.S4Q7.0426.SM.3K2BJ,male,normal,Lung,20-59,lung,0.814313406,0.857038776,2.631229394,0.33108495,1.094353563,0.720961402,2.903532046
GTEX.144GN.0626.SM.5O9B2,male,normal,Esophagus,20-59,NA,1.43894696,0.626804759,1.405776173,0.881847808,1.03560896,0.184210614,2.436554927
GTEX.144GN.0826.SM.5LU5G,male,normal,Pancreas,20-59,pancreas,1.301352907,0.476481473,1.343999253,0.444754069,0.5994811,0.314759912,2.679404138
GTEX.144GN.1226.SM.5O991,male,normal,Stomach,20-59,NA,0.275775335,0.378180785,1.92156443,0.538341487,1.02656623,0.193642611,3.109609748
GTEX.144GN.1626.SM.5Q5BU,male,normal,Testis,20-59,testis,2.84592936,1.451660407,3.193333723,2.162919004,1.99738483,1.50171288,1.455136903
GTEX.144GN.2126.SM.5O99D,male,normal,Spleen,20-59,NA,0.199791608,1.062145646,1.895865727,1.400661511,0.179703367,0.87303532,0.362086176
GTEX.144GN.2326.SM.5LU4F,male,normal,Skin,20-59,skin,0.57678236,0.988491932,1.947866402,0.511432071,1.927797105,0.57678236,2.391375483
GTEX.144GN.2426.SM.5LU4R,male,normal,Muscle,20-59,NA,0.760410456,0.819114224,1.307058502,0.336536077,1.636022298,0.224918111,0.141626914
GTEX.144GN.2526.SM.5LU54,male,normal,Nerve,20-59,NA,1.679357122,1.601496726,2.193211036,0.720539375,2.193211036,0.654031361,0.296231982
GTEX.144GO.0011.R1a.SM.5PNWO,male,normal,Brain,60-100,brain,-1.82E-08,0.079263219,0.392414783,0.016522256,0.150988488,0.164536095,0.032697782
GTEX.144GO.0011.R5a.SM.5PNUR,male,normal,Brain,60-100,brain,0.137173194,0.300378259,1.951084124,0.155052722,0.357291961,0.384267623,0.172546957
GTEX.144GO.0011.R6b.SM.5S2V7,male,normal,Brain,60-100,brain,0.061695026,0.190144445,2.06782656,0.155439399,0.190144445,0.119198891,-2.32E-08
GTEX.144GO.0126.SM.5LUAO,male,normal,Thyroid,60-100,NA,1.815311018,1.708809216,2.533513918,0.853016069,1.414074505,0.923704509,2.927833809
GTEX.S4Z8.0426.SM.3K2AH,male,normal,Lung,60-100,lung,1.342584903,1.275444424,2.814902197,0.540174015,1.228948673,1.003900618,3.177293994
GTEX.11GS4.0326.SM.5N9F7,male,normal,Blood Vessel,60-100,NA,0.135542845,1.855850447,1.192364775,0.469745154,2.030527289,2.211330666,1.523123064
GTEX.144GO.2026.SM.5O99P,male,normal,Skin,60-100,skin,0.254586386,0.545811736,1.411197769,1.007488893,1.57310528,0.358246243,2.039091435
GTEX.144GO.2726.SM.5O9A2,male,normal,Esophagus,60-100,NA,0.449901398,0.503445615,2.107237247,1.197226702,1.018965545,0.589053156,2.491077927
GTEX.145LS.0011.R10a.SM.5PNUQ,female,normal,Brain,60-100,brain,0.260463139,0.662664352,2.157838578,0.174130922,0.853051959,0.509029458,0.10348344
GTEX.145LS.0011.R1b.SM.5PNUP,female,normal,Brain,60-100,brain,0.227413817,0.492422227,1.326216142,0.140034858,0.41811324,0.687820135,0.062854721
GTEX.145LS.0011.R2a.SM.5PNZI,female,normal,Brain,60-100,brain,0.406043873,0.406043873,1.446267742,0.374756708,1.136814067,0.922045643,0.070944242
GTEX.145LS.0011.R3a.SM.5S2VJ,female,normal,Brain,60-100,brain,0.269001125,0.384921452,1.915144583,0.2139351,0.384921452,0.415218661,0.047135429
GTEX.145LS.0011.R4b.SM.5S2UT,female,normal,Brain,60-100,brain,0.195820672,0.382176881,1.469576728,0.141698858,0.532468531,0.48561209,0.122846778
GTEX.145LS.0011.R5a.SM.5SI65,female,normal,Brain,60-100,brain,0.197890098,0.687251746,2.628405769,0.236383979,0.665544243,0.559375928,0.157599668
GTEX.145LS.0011.R6b.SM.5PNWL,female,normal,Brain,60-100,brain,0.196045949,0.745418448,2.583793788,0.427412133,0.745418448,0.338359859,0.103231801
GTEX.145LS.0011.R7a.SM.5PNWM,female,normal,Brain,60-100,brain,0.198962758,0.360663307,2.677314084,0.237648652,0.668634724,0.467702714,0.158465761
GTEX.145LS.0011.R8b.SM.5PNXA,female,normal,Brain,60-100,brain,0.344669811,1.101421634,1.558872359,0.325392922,0.591280771,1.108565079,0.027454496
GTEX.145LS.0126.SM.5QGP1,female,normal,Skin,60-100,skin,0.906102194,0.62634826,1.460382375,0.504543378,1.002442564,0.269401952,1.456748484
GTEX.145LS.0226.SM.5O9A5,female,normal,Adipose Tissue,60-100,NA,1.406149992,1.689545249,2.665220228,0.611269335,1.65624797,1.297885928,-2.91E-08
GTEX.11GS4.0626.SM.5A5LC,male,normal,Blood Vessel,60-100,NA,0.352179897,1.698928703,2.464363324,0.333837103,1.351415261,1.696434655,0.148678371
GTEX.145LS.0526.SM.5LU8Y,female,normal,Muscle,60-100,NA,0.361786435,1.145550836,1.169414327,1.744288505,1.799051336,0.34417223,0.167132359
GTEX.S7SF.0426.SM.3K2B7,female,normal,Lung,20-59,lung,0.977119209,0.866582155,2.857284569,0.397800092,0.919736427,0.667113192,2.61692518
GTEX.SE5C.0526.SM.2XCE1,female,normal,Lung,20-59,lung,1.156497636,1.343000059,2.504792824,0.867741167,1.192574934,0.798789645,3.122187344
GTEX.145LS.1826.SM.5LUAZ,female,normal,Esophagus,60-100,NA,1.488094445,0.85941913,2.586097121,1.308472701,1.146338941,0.904614548,2.015599788
GTEX.145LS.2726.SM.5Q5D8,female,normal,Colon,60-100,colon,0.565393669,1.079818479,2.795846305,0.213848776,1.414116483,1.882787836,0.627296349
GTEX.145LS.2926.SM.5O99G,female,normal,Colon,60-100,colon,0.268345994,1.181589055,2.551936164,0.660828306,1.235984654,1.327835614,0.660828306
GTEX.145LS.3126.SM.5Q5BY,female,normal,Brain,60-100,brain,0.10136388,0.599520526,2.101234782,0.27538557,0.676026783,0.514894596,0.255399851
GTEX.145LT.0126.SM.5S2QJ,male,normal,Adrenal Gland,20-59,NA,0.809979847,1.029939366,2.298208088,1.937739474,0.568531967,0.672578304,-2.66E-08
GTEX.SIU7.0526.SM.3NM8I,male,normal,Lung,20-59,lung,1.50876272,1.494350814,2.604615474,0.968091232,1.550091761,0.925405243,3.138446288
GTEX.145LT.0426.SM.5LUAP,male,normal,Testis,20-59,testis,2.979193344,1.876178339,3.265217517,2.148528813,2.319555734,1.915435777,1.634127602
GTEX.145LT.0926.SM.5LU9C,male,normal,Colon,20-59,colon,1.961283866,0.356739734,2.340535186,0.622489075,0.248585007,0.327307471,3.061978653
GTEX.145LT.1026.SM.5LU9O,male,normal,Small Intestine,20-59,small intestine,3.159935801,0.52293424,3.438843231,0.844452774,0.536163062,0.274619634,3.251411113
GTEX.145LT.1226.SM.5Q5BZ,male,normal,Esophagus,20-59,NA,1.687558008,0.506405489,1.621292351,0.337273227,0.878126636,1.384080432,-2.96E-08
GTEX.11GS4.2926.SM.5A5LF,male,normal,Blood Vessel,60-100,NA,0.197330737,1.618230503,2.474634166,0.338860916,2.040541729,1.9000981,0.480242146
GTEX.145LT.1726.SM.5QGP3,male,normal,Skin,20-59,skin,0.539931346,0.66851502,1.429913411,0.459537161,1.325523418,0.514037203,2.034404803
GTEX.145LT.1826.SM.5QGP4,male,normal,Adipose Tissue,20-59,NA,1.872902291,1.235793897,2.424331748,0.809706423,2.131073548,0.650943007,-2.78E-08
GTEX.145LT.1926.SM.5QGP5,male,normal,Nerve,20-59,NA,2.286251576,1.55657879,1.591817174,0.723354428,1.730314216,1.074756662,-3.11E-08
GTEX.145LU.0011.R10a.SM.5PNWJ,male,normal,Brain,20-59,brain,0.113121505,0.213301435,1.332542111,0.174620734,0.399093519,0.232006237,0.250315618
GTEX.145LU.0011.R11b.SM.5P9JX,male,normal,Brain,20-59,brain,0.067362552,1.431454806,1.274319764,1.123898302,0.130502613,0.372960322,0.034240698
GTEX.145LU.0011.R1a.SM.5Q5CE,male,normal,Brain,20-59,brain,-1.98E-08,0.035468651,0.683815082,0.069424951,0.272672196,0.052628312,0.117752974
GTEX.145LU.0011.R3a.SM.5P9K2,male,normal,Brain,20-59,brain,0.124830773,0.26691647,1.461977868,0.162689274,0.180992352,0.216439082,0.043643748
GTEX.145LU.0011.R9b.SM.5SI66,male,normal,Brain,20-59,brain,0.280876475,0.42319928,0.608296035,0.112072635,0.561678536,0.235712589,-3.24E-08
GTEX.145LU.0426.SM.5O9AH,male,normal,Thyroid,20-59,NA,1.894439191,2.200279652,3.187674612,0.885525661,1.877787348,1.220805462,1.908618571
GTEX.SUCS.0626.SM.5CHQE,male,normal,Lung,60-100,lung,-1.92E-08,-1.92E-08,-1.92E-08,-1.92E-08,-1.92E-08,-1.92E-08,-1.92E-08
GTEX.145LU.0726.SM.5QGP2,male,normal,Nerve,20-59,NA,0.268188439,1.947090179,2.372169447,0.913311722,2.014378927,1.496871179,0.030446085
GTEX.145LU.1226.SM.5LU9B,male,normal,Adipose Tissue,20-59,NA,1.936461898,1.856471604,2.695195247,0.627251218,1.745210164,1.165277459,0.351844616
GTEX.145LU.1326.SM.5LU9N,male,normal,Liver,20-59,liver,0.572837984,1.906399242,0.957842124,0.097680824,1.941699331,0.142217806,1.910141812
GTEX.145LU.2026.SM.5Q5E8,male,normal,Muscle,20-59,NA,0.141711779,1.410382129,1.985743087,0.729565682,1.760362049,0.370920961,0.049735269
GTEX.145LU.2626.SM.5LU9Z,male,normal,Brain,20-59,brain,-3.44E-08,1.456610069,1.343738891,1.000461225,0.341817071,0.224486021,0.199136733
GTEX.145LV.0226.SM.5S2QG,male,normal,Heart,20-59,heart,1.50524299,0.434473113,1.813813953,0.323791332,1.290031643,0.968310146,0.145627136
GTEX.145LV.0326.SM.5Q5BW,male,normal,Heart,20-59,heart,1.759446357,0.258223952,0.879777525,0.283512714,1.248316222,0.693831328,-1.96E-08
GTEX.145LV.1026.SM.5O9AE,male,normal,Adipose Tissue,20-59,NA,1.893685565,0.912384227,1.871401854,0.728606869,1.86258029,0.343405041,0.124364492
GTEX.145LV.1226.SM.5S2QH,male,normal,Prostate,20-59,prostate,0.566875624,1.778095909,2.318349544,1.37336227,2.183814398,1.03385899,2.984518222
GTEX.145LV.1426.SM.5Q5BV,male,normal,Esophagus,20-59,NA,0.554855291,0.622036508,1.854681288,0.526317702,1.05841573,1.35500186,0.212541068
GTEX.145LV.2126.SM.5LU8N,male,normal,Skin,20-59,skin,0.34523957,1.006444628,1.874012173,1.006444628,1.633067047,0.68969296,2.357258383
GTEX.145LV.2526.SM.5S2VA,male,normal,Nerve,20-59,NA,1.053326678,1.483674998,2.202804726,0.631333683,1.739087483,0.994320308,0.190040269
GTEX.145ME.0126.SM.5S2QM,female,normal,Thyroid,20-59,NA,1.604986369,1.448766433,2.279689992,0.864677377,1.614431057,0.940570144,2.787530472
GTEX.145ME.0326.SM.5S2QO,female,normal,Pancreas,20-59,pancreas,0.831219039,0.385553098,1.336405417,0.419602354,0.683799586,0.231059378,2.758507736
GTEX.145ME.0426.SM.5S2QP,female,normal,Esophagus,20-59,NA,0.871707856,0.695096321,1.921147694,0.925086907,1.197517888,0.793771933,2.516010228
GTEX.145ME.0526.SM.5QGQV,female,normal,Esophagus,20-59,NA,1.089673998,0.701974263,1.796271359,1.248796014,1.151130582,0.303565575,2.187575733
GTEX.145ME.0626.SM.5O99Q,female,normal,Esophagus,20-59,NA,0.411261311,0.740312359,1.824374142,0.530765285,1.201622521,1.257774538,0.055837088
GTEX.145ME.0726.SM.5O9A3,female,normal,Adipose Tissue,20-59,NA,2.055586739,1.212648859,2.078526072,0.856601277,1.67996849,1.057813078,0.025937197
GTEX.145ME.0826.SM.5O9AF,female,normal,Colon,20-59,colon,0.252719759,0.870130858,2.464702294,0.501667931,1.665877753,1.44618496,1.316353247
GTEX.145ME.0926.SM.5O9AR,female,normal,Small Intestine,20-59,small intestine,2.040858651,1.142504685,2.860812724,1.304111109,1.334381148,1.036277291,2.410837599
GTEX.145ME.1026.SM.5O9B4,female,normal,Stomach,20-59,NA,1.359079203,0.462473498,2.384661347,1.036293429,0.616483242,0.51726342,3.190141035
GTEX.145ME.1126.SM.5SIAT,female,normal,Colon,20-59,colon,0.323460614,0.758687113,1.689151304,0.459372507,1.725371102,1.601680727,1.038862422
GTEX.145ME.1226.SM.5SIB6,female,normal,Ovary,20-59,NA,1.932577304,2.029643856,1.285670282,2.456470236,2.233278741,1.999931981,0.078427836
GTEX.145ME.1326.SM.5O98Q,female,normal,Uterus,20-59,NA,0.461176507,3.223493338,2.026317659,1.30601151,2.682864922,3.461459444,0.331018659
GTEX.145ME.1526.SM.5Q5F2,female,normal,Breast,20-59,NA,1.73086944,1.393466259,1.349981917,1.139572359,1.955472512,0.785498986,0.429721609
GTEX.145ME.1626.SM.5RQI3,female,normal,Salivary Gland,20-59,NA,1.23873461,1.052136003,2.128909449,1.258623277,1.487296712,0.652799622,2.92813873
GTEX.145ME.1726.SM.5Q5EU,female,normal,Skin,20-59,skin,0.32043296,1.117621118,2.090314748,0.776219007,1.708283019,0.917768825,2.111673045
GTEX.145ME.1826.SM.5SI9G,female,normal,Skin,20-59,skin,0.299386085,0.93384667,1.224067875,0.685078786,1.26305662,0.647348828,2.009230625
GTEX.145ME.1926.SM.5SI9S,female,normal,Adipose Tissue,20-59,NA,0.401255972,1.398746976,1.902860201,1.639287764,2.263944131,1.139152216,0.051724816
GTEX.145ME.2026.SM.5SIA5,female,normal,Muscle,20-59,NA,0.231552711,0.608993449,0.907208553,0.536534515,1.409815984,0.302358496,0.091439246
GTEX.145ME.2126.SM.5SIAH,female,normal,Nerve,20-59,NA,0.454437585,1.139658663,1.431634437,0.753235551,1.573245994,1.214687646,0.311762464
GTEX.11GSP.1126.SM.5A5LM,female,normal,Blood Vessel,60-100,NA,0.245285367,1.977417381,1.558051499,0.531271066,2.236504042,2.297713139,0.245285367
GTEX.11I78.0726.SM.5A5M1,female,normal,Blood Vessel,20-59,NA,0.634016988,1.528526232,2.604522896,0.932264083,1.922783593,1.577997865,0.216478272
GTEX.145MF.0626.SM.5LUAI,male,normal,Skin,20-59,skin,0.405025539,0.736902022,1.968650754,0.674669698,1.466110166,0.618503218,2.234939584
GTEX.145MF.1026.SM.5Q5EQ,male,normal,Adipose Tissue,20-59,NA,1.135249328,1.351877399,2.71286158,0.581297743,1.546130233,0.656173283,-2.27E-08
GTEX.145MF.1526.SM.5LU95,male,normal,Esophagus,20-59,NA,0.399949198,1.872261042,2.899593191,0.30554092,1.629703863,1.719247335,0.177074394
GTEX.145MF.1726.SM.5LU9H,male,normal,Testis,20-59,testis,2.902473087,1.59996368,2.87719605,1.741130083,1.946935936,1.300317654,1.141435956
GTEX.145MF.2626.SM.5O98S,male,normal,Pituitary,20-59,NA,0.330510259,2.29493765,2.619445031,1.337036682,1.507550524,1.274214759,1.537685963
GTEX.145MF.2726.SM.5O995,male,normal,Brain,20-59,brain,0.118077503,0.414915204,2.149353722,0.332791029,0.54461304,0.297550005,0.072683868
GTEX.145MG.0011.R3b.SM.5SI67,male,normal,Brain,20-59,brain,0.05834623,0.112848545,1.302895356,0.05834623,0.163918269,0.112848545,0.076919683
GTEX.145MG.0011.R7b.SM.5P9JY,male,normal,Brain,20-59,brain,0.140201989,0.186991803,2.035282684,0.123962152,0.408548257,0.201992346,0.090444502
GTEX.145MG.0826.SM.5Q5C2,male,normal,Thyroid,20-59,NA,1.810794781,2.053176992,3.165086608,0.57834399,1.833672721,1.025998551,2.526778321
GTEX.145MG.1526.SM.5Q5EM,male,normal,Skin,20-59,skin,0.313948455,1.14748702,2.041108875,0.806738827,1.295335479,0.654779101,2.383046673
GTEX.145MG.3026.SM.5RQJA,male,normal,Brain,20-59,brain,0.094164771,0.29316685,2.098010124,0.179318402,0.482770754,0.179318402,0.158791791
GTEX.145MG.3126.SM.5Q5D3,male,normal,Brain,20-59,brain,0.10052898,0.729553017,1.288283446,0.646874299,0.273246298,0.212336709,0.076404231
GTEX.145MH.0011.R10b.SM.5PNUK,male,normal,Brain,20-59,brain,0.116390238,0.43783288,2.038984238,0.418281608,0.628063159,0.268034846,0.169701403
